age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
0.27119824256098685,79,13,1.1288996674464558,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,1.5917184575117358,89
1.413214445854613,49,35,-0.43973090919537255,53,19,41,92,51,13.354356589546653,-0.21858235158226202,-0.0777328219924295,89
-0.033339411650646834,49,81,-0.04757326503491549,57,7,64,8,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.7185491336268226,71,81,-0.04757326503491549,53,37,41,92,51,-0.14744217787519687,-0.21858235158226202,-1.7471841014965948,89
-1.32762444205009,71,81,-0.04757326503491549,57,62,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.4950956418684708,45
3.1643059575715067,71,55,1.5210573116069126,93,73,59,92,30,-0.14744217787519687,-0.21858235158226202,-2.581909741248677,89
-0.10947382520355525,78,55,1.5210573116069126,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,2.4264440972638184,89
-1.0230867878384562,71,13,1.1288996674464558,53,85,41,92,51,0.5516879536032213,-0.21858235158226202,-0.0777328219924295,89
1.1086767916429794,71,35,-0.43973090919537255,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.2609456187487962,71,1,-1.2240461975162866,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.7455133337940956,89
-0.033339411650646834,71,35,-0.43973090919537255,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,0.25615743390840356,89
0.19506382900807842,71,13,1.1288996674464558,93,27,90,92,51,-0.14744217787519687,-0.21858235158226202,-1.7471841014965948,89
-0.033339411650646834,79,1,-1.2240461975162866,53,27,41,92,51,-0.14744217787519687,4.448762702839772,0.3396299978836118,89
0.19506382900807842,71,35,-0.43973090919537255,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.032542378090071,71,35,-0.43973090919537255,57,76,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-1.4037588556029983,71,81,-0.04757326503491549,57,76,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.4950956418684708,89
-0.5662803065210057,71,81,-0.04757326503491549,57,7,90,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.1086767916429794,71,81,-0.04757326503491549,80,27,90,14,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.5662803065210057,71,6,-2.0083614858372005,53,27,94,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.18560823875646368,71,13,1.1288996674464558,53,73,41,92,51,-0.14744217787519687,4.448762702839772,0.7569928177596531,89
0.8802735509842542,71,13,1.1288996674464558,21,27,90,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.5662803065210057,71,35,-0.43973090919537255,53,7,94,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.3378770658622805,79,35,-0.43973090919537255,53,28,94,92,30,-0.14744217787519687,5.171001577185947,-2.414964613298261,89
-0.5662803065210057,71,35,-0.43973090919537255,21,62,90,92,30,-0.14744217787519687,-0.21858235158226202,4.847148452544858,89
-0.4140114794151889,71,81,-0.04757326503491549,53,62,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.2617426523093721,79,13,1.1288996674464558,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.42346706966680364,71,13,1.1288996674464558,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.34733265611389524,71,13,1.1288996674464558,53,73,94,92,30,1.8810883542475831,-0.21858235158226202,0.7569928177596531,89
0.042795001902261584,49,55,1.5210573116069126,53,73,94,92,30,-0.14744217787519687,4.671370575069758,-1.7471841014965948,89
-0.5662803065210057,71,35,-0.43973090919537255,57,7,64,92,30,-0.14744217787519687,-0.21858235158226202,-2.7488548691990937,89
1.413214445854613,71,81,-0.04757326503491549,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.7177521000662468,78,72,1.9132149557673697,80,73,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.042795001902261584,83,13,1.1288996674464558,21,74,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,56
0.042795001902261584,79,81,-0.04757326503491549,53,76,41,92,51,0.8905864916508901,-0.21858235158226202,0.7569928177596531,89
-1.4037588556029983,71,81,-0.04757326503491549,57,7,64,92,30,-0.14744217787519687,-0.21858235158226202,-1.4132938455957618,89
0.042795001902261584,71,35,-0.43973090919537255,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.032542378090071,71,55,1.5210573116069126,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.033339411650646834,71,35,-0.43973090919537255,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,20
0.6518703103255289,29,13,1.1288996674464558,53,74,41,14,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
-0.49014589296809735,79,35,-0.43973090919537255,57,19,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.042795001902261584,71,35,-0.43973090919537255,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,1.5917184575117358,89
-0.10947382520355525,71,13,1.1288996674464558,53,76,41,92,51,-0.14744217787519687,-0.21858235158226202,1.1743556376356945,89
-0.18560823875646368,79,81,-0.04757326503491549,53,76,41,92,51,-0.14744217787519687,-0.21858235158226202,4.2628405047184,89
-1.0230867878384562,71,13,1.1288996674464558,53,73,94,92,30,-0.14744217787519687,-0.21858235158226202,-0.7455133337940956,89
0.42346706966680364,29,35,-0.43973090919537255,21,50,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.27119824256098685,83,55,1.5210573116069126,53,73,94,92,30,-0.14744217787519687,-0.21858235158226202,-1.7471841014965948,89
1.6416176865133383,71,35,-0.43973090919537255,53,87,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.8708179607326394,71,35,-0.43973090919537255,54,28,64,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,56
-1.0992212013913647,71,35,-0.43973090919537255,80,76,90,92,30,-0.14744217787519687,-0.21858235158226202,0.5900476898092366,89
1.032542378090071,29,11,0.7367420232859986,53,62,41,92,51,0.8379289498825273,-0.21858235158226202,-0.0777328219924295,89
-1.0992212013913647,49,13,1.1288996674464558,53,74,41,92,51,-0.14744217787519687,-0.21858235158226202,0.3396299978836118,89
-0.6424147200739142,71,35,-0.43973090919537255,57,85,59,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-1.0992212013913647,71,81,-0.04757326503491549,57,7,59,14,30,-0.14744217787519687,-0.21858235158226202,-0.4950956418684708,89
-0.794683547179731,71,6,-2.0083614858372005,57,62,61,92,51,-0.14744217787519687,-0.21858235158226202,0.9239379457100696,89
-0.033339411650646834,71,35,-0.43973090919537255,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,0.5900476898092366,89
0.6518703103255289,49,55,1.5210573116069126,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,0.5900476898092366,89
-1.0230867878384562,71,35,-0.43973090919537255,53,7,94,92,30,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
1.7177521000662468,71,81,-0.04757326503491549,53,85,94,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.10947382520355525,83,81,-0.04757326503491549,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.24467794994284603,89
-0.8708179607326394,71,35,-0.43973090919537255,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
-0.10947382520355525,71,72,1.9132149557673697,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,1.5917184575117358,89
-0.8708179607326394,71,35,-0.43973090919537255,57,87,59,92,51,-0.14744217787519687,-0.21858235158226202,2.4264440972638184,89
-1.4037588556029983,71,81,-0.04757326503491549,57,62,64,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.032542378090071,71,81,-0.04757326503491549,53,76,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.42346706966680364,71,81,-0.04757326503491549,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.042795001902261584,71,81,-0.04757326503491549,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.3378770658622805,71,81,-0.04757326503491549,53,27,94,92,30,0.8905864916508901,-0.21858235158226202,0.7569928177596531,89
-1.2514900284971815,71,13,1.1288996674464558,57,27,90,92,30,-0.14744217787519687,-0.21858235158226202,-0.9124584617445121,89
-0.4140114794151889,71,13,1.1288996674464558,57,62,59,10,30,-0.14744217787519687,-0.21858235158226202,-0.4950956418684708,86
-0.10947382520355525,71,35,-0.43973090919537255,53,27,41,92,51,-0.14744217787519687,4.448762702839772,0.7569928177596531,89
-0.033339411650646834,71,35,-0.43973090919537255,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,0.5900476898092366,89
-0.5662803065210057,29,12,0.3445843791255416,57,73,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.793886513619155,79,5,-2.4005191299976576,93,62,59,92,30,-0.14744217787519687,-0.21858235158226202,2.092553841362985,89
-0.033339411650646834,71,13,1.1288996674464558,53,73,94,92,30,-0.14744217787519687,-0.21858235158226202,-0.7455133337940956,89
-1.2514900284971815,71,11,0.7367420232859986,57,7,59,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.8700209271720636,71,55,1.5210573116069126,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
0.6518703103255289,71,81,-0.04757326503491549,53,73,41,92,51,0.8905864916508901,-0.21858235158226202,-0.0777328219924295,89
0.42346706966680364,71,55,1.5210573116069126,53,19,41,92,51,1.8810883542475831,-0.21858235158226202,0.3396299978836118,89
-0.2617426523093721,71,13,1.1288996674464558,57,73,59,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
-1.32762444205009,71,35,-0.43973090919537255,57,50,59,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
-0.033339411650646834,71,35,-0.43973090919537255,57,76,64,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.19506382900807842,71,81,-0.04757326503491549,53,87,41,92,51,-0.14744217787519687,-0.21858235158226202,2.009081277387777,89
-0.3378770658622805,71,35,-0.43973090919537255,53,76,41,92,51,-0.14744217787519687,-0.21858235158226202,2.4264440972638184,89
-0.8708179607326394,71,35,-0.43973090919537255,53,62,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.4996014832197121,71,13,1.1288996674464558,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,26
1.946155340724972,71,13,1.1288996674464558,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.184811205195888,71,35,-0.43973090919537255,53,19,41,14,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
2.4029618220424225,79,81,-0.04757326503491549,53,85,41,92,51,-0.14744217787519687,-0.21858235158226202,-1.7471841014965948,89
-0.794683547179731,71,35,-0.43973090919537255,57,7,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.10947382520355525,71,35,-0.43973090919537255,57,50,90,14,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.8708179607326394,71,81,-0.04757326503491549,57,76,59,92,51,-0.14744217787519687,-0.21858235158226202,0.25615743390840356,89
0.42346706966680364,71,22,2.3053725999278267,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.5757358967726205,49,13,1.1288996674464558,21,7,59,92,30,13.354356589546653,-0.21858235158226202,-0.0777328219924295,89
-0.033339411650646834,78,13,1.1288996674464558,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
0.8802735509842542,83,13,1.1288996674464558,53,74,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.11892941545517,71,11,0.7367420232859986,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.7177521000662468,71,35,-0.43973090919537255,93,19,59,14,30,-0.14744217787519687,3.9095569678826956,0.7569928177596531,89
1.413214445854613,71,35,-0.43973090919537255,21,19,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.18560823875646368,71,2,-0.8318885533558296,53,87,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.794683547179731,71,13,1.1288996674464558,57,50,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.2617426523093721,79,35,-0.43973090919537255,53,28,41,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
0.9564079645371626,49,35,-0.43973090919537255,53,87,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.42346706966680364,71,81,-0.04757326503491549,21,7,90,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.49014589296809735,71,81,-0.04757326503491549,53,37,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.24467794994284603,56
-1.4037588556029983,71,81,-0.04757326503491549,57,62,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.9124584617445121,89
0.5757358967726205,71,35,-0.43973090919537255,57,19,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.4996014832197121,49,55,1.5210573116069126,53,27,41,92,51,0.8905864916508901,-0.21858235158226202,0.7569928177596531,89
0.6518703103255289,71,81,-0.04757326503491549,93,73,90,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.11892941545517,71,81,-0.04757326503491549,53,87,41,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
0.042795001902261584,71,35,-0.43973090919537255,57,76,59,92,51,-0.14744217787519687,-0.21858235158226202,1.1743556376356945,89
-1.4798932691559068,71,81,-0.04757326503491549,57,7,61,92,51,-0.14744217787519687,-0.21858235158226202,-0.9124584617445121,58
1.6416176865133383,71,35,-0.43973090919537255,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.11892941545517,71,81,-0.04757326503491549,53,76,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
2.1745585813836974,71,13,1.1288996674464558,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.27119824256098685,71,1,-1.2240461975162866,53,87,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-1.175355614944273,71,81,-0.04757326503491549,57,19,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.4140114794151889,49,11,0.7367420232859986,53,37,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.033339411650646834,71,55,1.5210573116069126,21,27,59,92,51,-0.14744217787519687,-0.21858235158226202,0.3396299978836118,89
-0.7185491336268226,71,81,-0.04757326503491549,57,73,59,92,51,-0.14744217787519687,-0.21858235158226202,-2.164546921372636,89
1.184811205195888,71,81,-0.04757326503491549,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,0.5900476898092366,89
-1.2514900284971815,71,81,-0.04757326503491549,57,76,61,92,51,-0.14744217787519687,-0.21858235158226202,-1.7471841014965948,89
0.42346706966680364,78,81,-0.04757326503491549,53,27,41,92,51,0.8905864916508901,-0.21858235158226202,0.3396299978836118,89
2.1745585813836974,49,55,1.5210573116069126,57,27,61,92,30,1.990048959906734,-0.21858235158226202,2.593389225214235,89
0.19506382900807842,71,81,-0.04757326503491549,21,7,59,92,30,-0.14744217787519687,-0.21858235158226202,1.1743556376356945,89
0.34733265611389524,71,11,0.7367420232859986,53,76,41,14,51,-0.14744217787519687,-0.21858235158226202,1.5917184575117358,89
0.9564079645371626,71,81,-0.04757326503491549,53,76,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.033339411650646834,71,81,-0.04757326503491549,53,76,41,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
-1.0992212013913647,49,13,1.1288996674464558,57,73,64,92,30,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
-0.9469523742855478,71,35,-0.43973090919537255,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.413214445854613,71,5,-2.4005191299976576,93,50,90,14,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.794683547179731,71,1,-1.2240461975162866,53,37,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.8700209271720636,49,5,-2.4005191299976576,53,62,41,92,51,-0.14744217787519687,-0.21858235158226202,1.1743556376356945,89
2.2506929949366055,71,13,1.1288996674464558,53,76,41,92,51,2.559830565707994,-0.21858235158226202,-0.0777328219924295,89
-0.2617426523093721,79,6,-2.0083614858372005,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-1.0230867878384562,83,13,1.1288996674464558,57,27,59,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.49014589296809735,49,35,-0.43973090919537255,53,74,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.1086767916429794,71,13,1.1288996674464558,53,27,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.033339411650646834,71,35,-0.43973090919537255,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,2.009081277387777,89
0.42346706966680364,29,11,0.7367420232859986,21,7,59,14,30,-0.14744217787519687,4.087643265666684,-0.0777328219924295,89
-0.5662803065210057,71,35,-0.43973090919537255,57,7,90,92,30,-0.14744217787519687,-0.21858235158226202,-0.4950956418684708,75
0.19506382900807842,71,11,0.7367420232859986,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,1.5917184575117358,89
-0.7185491336268226,71,12,0.3445843791255416,53,19,41,10,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,48
-0.794683547179731,29,13,1.1288996674464558,57,85,59,14,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.5662803065210057,71,55,1.5210573116069126,53,85,41,92,51,-0.14744217787519687,4.485864014878103,-0.0777328219924295,89
0.19506382900807842,71,72,1.9132149557673697,53,73,41,92,51,-0.14744217787519687,5.754728886589021,-0.0777328219924295,89
2.707499476254056,71,81,-0.04757326503491549,53,76,41,92,51,-0.14744217787519687,-0.21858235158226202,-1.7471841014965948,89
-0.10947382520355525,71,3,-3.1848344183185717,57,62,90,92,30,-0.14744217787519687,-0.21858235158226202,0.5900476898092366,25
-0.18560823875646368,71,35,-0.43973090919537255,53,37,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-1.0992212013913647,71,81,-0.04757326503491549,57,27,64,92,30,-0.14744217787519687,-0.21858235158226202,0.3396299978836118,89
-0.18560823875646368,71,35,-0.43973090919537255,53,87,94,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.49014589296809735,71,35,-0.43973090919537255,53,27,94,92,30,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
-0.8708179607326394,71,35,-0.43973090919537255,53,37,41,14,51,-0.14744217787519687,-0.21858235158226202,3.261169737015901,89
0.11892941545517,71,81,-0.04757326503491549,53,19,41,92,51,-0.14744217787519687,4.448762702839772,2.2594989693134018,89
0.9564079645371626,71,6,-2.0083614858372005,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
1.184811205195888,29,35,-0.43973090919537255,53,7,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.9469523742855478,71,13,1.1288996674464558,53,27,94,92,30,-0.14744217787519687,-0.21858235158226202,1.1743556376356945,89
-1.175355614944273,49,35,-0.43973090919537255,57,87,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.18560823875646368,71,55,1.5210573116069126,53,73,41,92,51,-0.14744217787519687,4.671370575069758,1.5917184575117358,89
1.56548327296043,71,11,0.7367420232859986,93,27,59,92,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.6424147200739142,71,35,-0.43973090919537255,53,87,41,92,51,-0.14744217787519687,-0.21858235158226202,0.3396299978836118,89
1.793886513619155,71,81,-0.04757326503491549,53,76,41,10,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.6424147200739142,71,35,-0.43973090919537255,80,7,90,14,30,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.49014589296809735,71,12,0.3445843791255416,53,37,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
0.11892941545517,71,81,-0.04757326503491549,21,87,59,92,51,-0.14744217787519687,-0.21858235158226202,0.5900476898092366,89
-0.6424147200739142,71,81,-0.04757326503491549,21,7,90,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.4140114794151889,71,35,-0.43973090919537255,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,0.7569928177596531,89
0.6518703103255289,71,81,-0.04757326503491549,54,27,90,92,30,-0.14744217787519687,-0.21858235158226202,-0.4950956418684708,75
-1.175355614944273,71,11,0.7367420232859986,57,7,64,92,30,-0.14744217787519687,4.663950312662092,-1.7471841014965948,89
-0.10947382520355525,71,22,2.3053725999278267,53,73,94,92,30,-0.14744217787519687,-0.21858235158226202,-0.4950956418684708,89
-0.7185491336268226,71,35,-0.43973090919537255,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.2609456187487962,79,81,-0.04757326503491549,53,28,41,92,51,-0.14744217787519687,-0.21858235158226202,4.847148452544858,89
1.793886513619155,71,5,-2.4005191299976576,53,87,41,92,51,-0.14744217787519687,-0.21858235158226202,1.007410509685278,89
-0.6424147200739142,71,35,-0.43973090919537255,53,19,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.10947382520355525,71,35,-0.43973090919537255,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,68
-1.0992212013913647,71,13,1.1288996674464558,57,76,61,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.5662803065210057,29,11,0.7367420232859986,53,85,41,92,51,-0.14744217787519687,-0.21858235158226202,0.3396299978836118,89
0.8041391374313458,71,81,-0.04757326503491549,53,7,41,92,51,-0.14744217787519687,4.485864014878103,0.7569928177596531,89
-0.4140114794151889,71,3,-3.1848344183185717,53,19,59,92,51,-0.14744217787519687,6.219731997469435,-0.7455133337940956,56
-0.6424147200739142,71,13,1.1288996674464558,57,85,59,92,30,-0.14744217787519687,-0.21858235158226202,-0.4950956418684708,89
1.2609456187487962,71,13,1.1288996674464558,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.8708179607326394,83,22,2.3053725999278267,57,73,59,92,51,-0.14744217787519687,-0.21858235158226202,3.010752045090276,89
0.11892941545517,49,13,1.1288996674464558,53,73,41,92,51,-0.14744217787519687,-0.21858235158226202,-1.7471841014965948,89
-1.556027682708815,83,81,-0.04757326503491549,57,7,64,92,51,-0.14744217787519687,-0.21858235158226202,-2.581909741248677,89
0.19506382900807842,71,35,-0.43973090919537255,53,50,41,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
-0.9469523742855478,71,12,0.3445843791255416,21,19,64,92,51,-0.14744217787519687,-0.21858235158226202,-0.0777328219924295,89
1.6416176865133383,78,35,-0.43973090919537255,53,7,94,92,30,1.8810883542475831,-0.21858235158226202,-2.164546921372636,89
